1,1,11,2
1,1,16,1
1,1,17,1
1,1,24,1
1,1,39,1
1,1,40,2
1,1,41,5
1,1,42,14
1,1,43,17
1,1,44,34
1,1,45,36
1,1,46,47
1,1,47,40
1,1,48,41
1,1,49,24
1,1,50,43
1,1,51,50
1,1,52,52
1,1,53,10
1,1,54,30
1,1,55,18
1,1,56,5
1,1,63,1
1,1,64,1
1,1,69,1
1,1,70,3
1,1,71,1
1,1,73,2
1,1,74,2
1,1,75,3
1,1,76,7
1,1,77,2
1,1,78,5
1,1,79,1
1,1,80,3
1,1,81,2
1,1,82,3
1,1,83,2
1,1,84,4
1,1,85,1
1,1,86,1
1,1,88,2
1,1,90,2
1,1,93,1
1,1,100,2
1,1,103,1
1,1,104,1
1,1,108,1
1,1,116,1
1,1,119,1
1,1,120,1
1,1,126,1
1,1,129,1
1,1,130,1
1,1,161,1
1,2,11,3
1,2,17,1
1,2,34,1
1,2,40,2
1,2,41,10
1,2,42,8
1,2,43,19
1,2,44,17
1,2,45,31
1,2,46,36
1,2,47,38
1,2,48,46
1,2,49,33
1,2,50,53
1,2,51,62
1,2,52,44
1,2,53,23
1,2,54,35
1,2,55,21
1,2,56,6
1,2,57,2
1,2,58,1
1,2,59,2
1,2,60,2
1,2,62,2
1,2,65,1
1,2,66,1
1,2,67,2
1,2,68,1
1,2,69,1
1,2,70,2
1,2,71,2
1,2,72,3
1,2,73,1
1,2,74,4
1,2,75,3
1,2,76,3
1,2,77,5
1,2,78,3
1,2,79,2
1,2,80,5
1,2,84,3
1,2,85,1
1,2,89,1
1,2,92,1
1,2,93,1
1,2,101,1
1,2,102,2
1,2,105,1
1,2,106,1
1,2,108,1
1,2,112,1
1,2,131,1
1,2,135,1
1,2,153,1
1,2,179,1
1,3,11,1
1,3,12,1
1,3,39,1
1,3,40,2
1,3,41,4
1,3,42,12
1,3,43,14
1,3,44,22
1,3,45,17
1,3,46,48
1,3,47,39
1,3,48,48
1,3,49,30
1,3,50,43
1,3,51,57
1,3,52,39
1,3,53,16
1,3,54,19
1,3,55,24
1,3,56,6
1,3,57,6
1,3,58,5
1,3,66,1
1,3,67,3
1,3,71,3
1,3,72,4
1,3,73,1
1,3,74,2
1,3,75,2
1,3,76,3
1,3,77,3
1,3,78,3
1,3,79,2
1,3,80,2
1,3,81,2
1,3,82,1
1,3,83,1
1,3,84,3
1,3,86,1
1,3,87,2
1,3,95,1
1,3,101,1
1,3,102,2
1,3,104,1
1,3,106,2
1,3,124,1
1,3,128,1
1,3,184,1
1,4,12,1
1,4,20,1
1,4,27,1
1,4,39,1
1,4,40,4
1,4,41,8
1,4,42,14
1,4,43,17
1,4,44,26
1,4,45,37
1,4,46,56
1,4,47,45
1,4,48,53
1,4,49,32
1,4,50,40
1,4,51,58
1,4,52,49
1,4,53,15
1,4,54,26
1,4,55,15
1,4,56,9
1,4,57,1
1,4,59,3
1,4,65,1
1,4,68,3
1,4,70,5
1,4,71,4
1,4,72,2
1,4,73,1
1,4,74,3
1,4,75,3
1,4,76,4
1,4,77,2
1,4,78,5
1,4,79,2
1,4,80,2
1,4,81,2
1,4,82,2
1,4,83,2
1,4,84,3
1,4,85,1
1,4,86,2
1,4,91,1
1,4,101,1
1,4,102,2
1,4,104,1
1,4,110,1
1,4,113,1
1,4,120,1
1,4,124,1
1,4,126,1
1,4,127,1
1,4,128,1
1,4,129,1
1,4,133,1
1,4,136,1
1,4,140,1
1,4,142,1
1,4,144,1
1,4,155,1
1,4,158,1
1,4,168,1
1,5,12,1
1,5,18,1
1,5,40,3
1,5,41,9
1,5,42,9
1,5,43,11
1,5,44,21
1,5,45,20
1,5,46,56
1,5,47,33
1,5,48,37
1,5,49,25
1,5,50,36
1,5,51,51
1,5,52,48
1,5,53,14
1,5,54,32
1,5,55,13
1,5,56,9
1,5,69,1
1,5,70,2
1,5,72,1
1,5,73,2
1,5,74,5
1,5,75,2
1,5,76,2
1,5,77,2
1,5,78,1
1,5,79,2
1,5,80,2
1,5,81,2
1,5,82,2
1,5,83,4
1,5,84,1
1,5,85,2
1,5,88,1
1,5,90,1
1,5,91,1
1,5,97,1
1,5,98,1
1,5,101,1
1,5,102,1
1,5,103,1
1,5,104,1
1,5,105,1
1,5,107,1
1,5,112,1
1,5,117,2
1,5,124,1
1,5,127,1
1,5,132,2
1,5,135,1
1,6,10,2
1,6,14,1
1,6,19,1
1,6,31,1
1,6,39,2
1,6,40,4
1,6,41,5
1,6,42,11
1,6,43,10
1,6,44,28
1,6,45,36
1,6,46,46
1,6,47,31
1,6,48,23
1,6,49,26
1,6,50,43
1,6,51,66
1,6,52,43
1,6,53,13
1,6,54,31
1,6,55,17
1,6,56,7
1,6,57,2
1,6,58,1
1,6,60,1
1,6,62,3
1,6,67,1
1,6,68,1
1,6,69,1
1,6,72,2
1,6,73,3
1,6,74,3
1,6,75,3
1,6,76,2
1,6,77,3
1,6,78,2
1,6,79,2
1,6,80,2
1,6,81,1
1,6,84,2
1,6,86,1
1,6,87,1
1,6,88,3
1,6,90,1
1,6,106,1
1,6,107,2
1,6,125,1
1,6,127,1
1,6,128,1
1,6,130,1
1,6,134,1
1,6,139,1
1,6,182,1
1,7,39,4
1,7,40,4
1,7,41,13
1,7,42,20
1,7,43,20
1,7,44,25
1,7,45,37
1,7,46,47
1,7,47,27
1,7,48,41
1,7,49,28
1,7,50,42
1,7,51,53
1,7,52,54
1,7,53,15
1,7,54,32
1,7,55,21
1,7,56,6
1,7,57,1
1,7,60,1
1,7,63,1
1,7,64,1
1,7,66,2
1,7,68,2
1,7,69,2
1,7,70,1
1,7,72,3
1,7,73,3
1,7,74,1
1,7,75,1
1,7,76,3
1,7,77,1
1,7,78,4
1,7,79,2
1,7,80,1
1,7,81,1
1,7,82,1
1,7,83,1
1,7,84,4
1,7,86,1
1,7,87,1
1,7,89,2
1,7,96,1
1,7,99,1
1,7,100,1
1,7,102,2
1,7,103,1
1,7,105,1
1,7,108,1
1,7,110,1
1,7,111,1
1,7,120,1
1,7,126,2
1,7,128,1
1,7,134,1
1,7,135,1
1,7,153,1
1,7,164,1
1,7,167,1
1,7,182,1
1,8,10,1
1,8,11,1
1,8,39,2
1,8,40,6
1,8,41,10
1,8,42,15
1,8,43,22
1,8,44,34
1,8,45,28
1,8,46,49
1,8,47,42
1,8,48,44
1,8,49,27
1,8,50,38
1,8,51,67
1,8,52,42
1,8,53,8
1,8,54,26
1,8,55,15
1,8,56,5
1,8,57,2
1,8,60,1
1,8,61,1
1,8,62,1
1,8,63,1
1,8,64,2
1,8,67,1
1,8,69,1
1,8,70,1
1,8,71,1
1,8,72,3
1,8,73,3
1,8,74,3
1,8,75,4
1,8,76,5
1,8,78,2
1,8,79,4
1,8,80,2
1,8,81,3
1,8,82,3
1,8,83,2
1,8,84,6
1,8,87,1
1,8,101,1
1,8,102,1
1,8,103,1
1,8,108,2
1,8,109,1
1,8,110,1
1,8,121,1
1,8,128,1
1,8,129,1
1,8,173,1
1,8,186,1
1,9,10,1
1,9,11,1
1,9,12,1
1,9,40,5
1,9,41,11
1,9,42,12
1,9,43,16
1,9,44,29
1,9,45,26
1,9,46,42
1,9,47,51
1,9,48,40
1,9,49,17
1,9,50,37
1,9,51,69
1,9,52,47
1,9,53,18
1,9,54,26
1,9,55,14
1,9,56,5
1,9,57,2
1,9,58,1
1,9,60,1
1,9,66,3
1,9,71,4
1,9,72,4
1,9,75,3
1,9,76,2
1,9,77,1
1,9,78,5
1,9,79,1
1,9,80,1
1,9,81,1
1,9,82,1
1,9,83,1
1,9,85,2
1,9,87,2
1,9,88,2
1,9,94,2
1,9,98,1
1,9,100,1
1,9,103,1
1,9,105,1
1,9,106,1
1,9,108,1
1,9,112,1
1,9,120,1
1,9,124,2
1,9,146,2
1,10,17,1
1,10,18,1
1,10,20,2
1,10,22,1
1,10,24,1
1,10,36,1
1,10,40,4
1,10,41,10
1,10,42,19
1,10,43,18
1,10,44,34
1,10,45,28
1,10,46,36
1,10,47,22
1,10,48,33
1,10,49,23
1,10,50,44
1,10,51,61
1,10,52,42
1,10,53,11
1,10,54,24
1,10,55,21
1,10,56,6
1,10,57,2
1,10,61,1
1,10,64,1
1,10,66,1
1,10,69,2
1,10,70,1
1,10,72,2
1,10,73,1
1,10,74,4
1,10,75,4
1,10,76,4
1,10,77,1
1,10,78,1
1,10,79,2
1,10,80,1
1,10,81,1
1,10,82,2
1,10,83,3
1,10,84,3
1,10,85,2
1,10,86,2
